Material,Plnt,SLoc,S,Special stock number,BUn,Unrestricted,Crcy,Value Unrestricted
B50AC1400,2301,IS01,Q,,PC,117,IDR,
B50AC1400,2301,IS01,Q,,PC,4,IDR,
B50AC20001#BC,2301,IS01,Q,,PC,12,IDR,
B50AC20001#BC,2301,IS01,Q,,PC,132,IDR,
B50AC20001#BC,2301,IS01,Q,,PC,1.150,IDR,
B50AC20001#BC,2301,IS01,Q,,PC,1.482,IDR,
B50AC20001#BC,2301,IS01,Q,,PC,228,IDR,
B50AC20001#BC,2301,IS01,Q,,PC,12,IDR,
B50AC200212,2301,IS01,Q,,PC,12,IDR,
B50AC200212,2301,IS01,Q,,PC,2,IDR,
B50AC200212,2301,IS01,Q,,PC,22,IDR,
B50AC200212,2301,IS01,Q,,PC,24,IDR,
B50AC200212,2301,IS01,Q,,PC,94,IDR,
B50AC200212,2301,IS01,Q,,PC,32,IDR,
B50AC200212,2301,IS01,Q,,PC,28,IDR,
B50AC20022,2301,IS01,Q,,PC,865,IDR,
B50AC20022,2301,IS01,Q,,PC,954,IDR,
B50AC20022,2301,IS01,Q,,PC,70,IDR,
B50AC20024,2301,IS01,,,PC,86,IDR,
B50AC2006,2301,IS01,,,SET,1,IDR,
B50AC20200,2301,IS01,Q,,PC,308,IDR,
B50AC20200,2301,IS01,Q,,PC,268,IDR,
B50AC20200,2301,IS01,Q,,PC,64,IDR,
B50AC20200,2301,IS01,Q,,PC,64,IDR,
B50AC202120,2301,IS01,Q,,PC,24,IDR,
B50AC202120,2301,IS01,Q,,PC,484,IDR,
B50AC202120,2301,IS01,Q,,PC,4.868,IDR,
B50AC202120,2301,IS01,Q,,PC,4.696,IDR,
B50AC202120,2301,IS01,Q,,PC,21,IDR,
B50AC202120,2301,IS01,Q,,PC,284,IDR,
B50AC202120,2301,IS01,Q,,PC,32,IDR,
B50AC20300,2301,IS01,Q,,PC,8,IDR,
B50AC20300,2301,IS01,Q,,PC,4,IDR,
B50AC20400,2301,IS01,Q,,PC,6,IDR,
B50AC20500#GC,2301,IS01,Q,,PAC,40,IDR,
B50AC211001,2301,IS01,Q,,PC,16,IDR,
B50AC211001,2301,IS01,Q,,PC,8,IDR,
B50AC2118003110,2301,IS01,Q,,PC,70,IDR,
B50AC2118003110,2301,IS01,Q,,PC,282,IDR,
B50AC2118003110,2301,IS04,Q,,PC,64,IDR,
B50AC212001,2301,IS01,Q,,SET,8,IDR,
B50AC212001,2301,IS01,Q,,SET,4,IDR,
B50AC2130004010,2301,IS01,,,PC,7,IDR,
B50AC2130004010,2301,IS01,Q,,PC,576,IDR,
B50AC2135003010,2301,IS01,,,PC,2,IDR,
B50AC2135003010,2301,IS01,Q,,PC,1,IDR,
B50AC2135003010,2301,IS01,Q,,PC,1,IDR,
B50AC2135003010,2301,IS01,Q,,PC,1,IDR,
B50AC2135004010,2301,IS01,Q,,PC,126,IDR,
B50AC2135004015,2301,IS01,Q,,PC,2,IDR,
B50AC2400,2301,IS01,Q,,PC,34,IDR,
B50AC2731,2301,IS01,Q,,SET,58,IDR,
B50AC2731,2301,IS01,Q,,SET,4,IDR,
B50AC3003,2301,IS01,Q,,PC,6,IDR,
B50AC3003,2301,IS01,Q,,PC,44,IDR,
B50AC3003,2301,IS01,Q,,PC,199,IDR,
B50AC3003,2301,IS01,Q,,PC,207,IDR,
B50AC3003,2301,IS01,Q,,PC,6,IDR,
B50AC3003,2301,IS01,Q,,PC,76,IDR,
B50AC9004,2301,IS01,Q,,PC,46,IDR,
B50AC9009,2301,IS01,Q,,PC,2,IDR,
B50AC9009,2301,IS01,Q,,PC,16,IDR,
B50AC9009,2301,IS01,Q,,PC,72,IDR,
B50AC9009,2301,IS01,Q,,PC,36,IDR,
B50AC9012,2301,IS01,Q,,PC,2,IDR,
B50AC9015,2301,IS01,Q,,PC,22,IDR,
B50AC9015,2301,IS01,Q,,PC,108,IDR,
B50AC9015,2301,IS01,Q,,PC,18,IDR,
B50AC9017,2301,IS01,Q,,PC,336,IDR,
B50AC9019,2301,IS01,Q,,PC,32,IDR,
B50AC9019,2301,IS01,Q,,PC,244,IDR,
B50AC9019,2301,IS01,Q,,PC,170,IDR,
B50AC9019,2301,IS01,Q,,PC,12,IDR,
B50AD01003,2301,IS01,Q,,SET,461,IDR,
B50AD01003,2301,IS01,Q,,SET,3.959,IDR,
B50AD01003,2301,IS01,Q,,SET,428,IDR,
B50AD01003,2301,IS01,Q,,SET,25,IDR,
B50AD01003,2301,IS01,Q,,SET,8,IDR,
B50AD01004,2301,IS01,Q,,PC,5,IDR,
B50AD01005,2301,IS01,Q,,PC,80,IDR,
B50AD01006,2301,IS01,Q,,PC,46,IDR,
B50AD01006,2301,IS01,Q,,PC,2,IDR,
B50AD0102,2301,IS01,Q,,PC,11,IDR,
B50AD0102,2301,IS01,Q,,PC,28,IDR,
B50AD0103,2301,IS01,Q,,PC,8,IDR,
B50AD0104,2301,IS01,Q,,PC,16,IDR,
B50AD0104,2301,IS01,Q,,PC,80,IDR,
B50AD0104,2301,IS01,Q,,PC,74,IDR,
B50AH01777,2301,IS01,Q,,SET,22,IDR,
B50AH01777,2301,IS01,Q,,SET,1,IDR,
B50AH01777,2301,IS01,Q,,SET,174,IDR,
B50AH01777,2301,IS01,Q,,SET,1.412,IDR,
B50AH01777,2301,IS01,Q,,SET,10,IDR,
B50AH2004,2301,IS01,Q,,SET,31,IDR,
B50AH2320,2301,IS01,,,PC,27,IDR,
B50AH7774,2301,IS01,,,PC,2,IDR,
B50AJ04012,2301,IS01,Q,,PC,14,IDR,
B50AJ1128,2301,IS01,Q,,PC,4,IDR,
B50AJ1128,2301,IS01,Q,,PC,5,IDR,
B50AJ1128,2301,IS01,Q,,PC,22,IDR,
B50AJ1128,2301,IS01,Q,,PC,194,IDR,
B50AK0002,2301,IS01,Q,,PC,618,IDR,
B50AK0002,2301,IS01,Q,,PC,558,IDR,
B50AK0002,2301,IS01,Q,,PC,106,IDR,
B50AK0002,2301,IS01,Q,,PC,18,IDR,
B50AK0002,2301,IS01,Q,,PC,28,IDR,
B50AK11107021,2301,IS01,Q,,SET,21,IDR,
B50AK11107021,2301,IS01,Q,,SET,29,IDR,
B50AK11107021,2301,IS01,Q,,SET,171,IDR,
B50AK11108021,2301,IS01,Q,,SET,13,IDR,
B50BA11001,2301,IS01,Q,,SET,10,IDR,
B50BA12001,2301,IS01,Q,,PC,10,IDR,
B50BB0001,2301,IS01,,,PC,20,IDR,
B50BC01001,2301,IS01,Q,,PC,10,IDR,
B50BI03001,2301,IS01,Q,,PC,10,IDR,
B50BI03002,2301,IS01,Q,,PC,10,IDR,
B50BN03001,2301,IS01,Q,,SET,3,IDR,
B50BN03002,2301,IS01,Q,,SET,3,IDR,
B50BR0100,2301,IS01,Q,,PC,43,IDR,
B50BR0100,2301,IS01,Q,,PC,194,IDR,
B50BR0100,2301,IS01,Q,,PC,3,IDR,
B50BS02003,2301,IS01,Q,,PC,132,IDR,
B50BS02003,2301,IS01,Q,,PC,872,IDR,
B50BS02003,2301,IS01,Q,,PC,728,IDR,
B50BS02003,2301,IS01,Q,,PC,8,IDR,
B50CA10114,2301,IS01,Q,,PC,20,IDR,
B50CA10114,2301,IS01,Q,,PC,96,IDR,
B50CA10114,2301,IS01,Q,,PC,2,IDR,
B50CA2002,2301,IS01,Q,,PC,1,IDR,
B50CA2003,2301,IS01,Q,,PC,78,IDR,
B50CA2003,2301,IS01,Q,,PC,186,IDR,
B50CA2003,2301,IS01,Q,,PC,2,IDR,
B50CB0003,2301,IS01,Q,,SET,1,IDR,
B50CB0004,2301,IS01,Q,,UN,51,IDR,
B50CB0004,2301,IS01,Q,,UN,68,IDR,
B50CB0004,2301,IS01,Q,,UN,2,IDR,
B50CB01002,2301,IS01,Q,,SET,18,IDR,
B50CB01002,2301,IS01,Q,,SET,156,IDR,
B50CC01003,2301,IS01,Q,,SET,69,IDR,
B50CD01014,2301,IS01,Q,,PC,1,IDR,
B50CD02004,2301,IS01,Q,,SET,1,IDR,
B50CD0203,2301,IS01,Q,,PC,2,IDR,
B50CD0203,2301,IS01,Q,,PC,56,IDR,
B50CD0203,2301,IS01,Q,,PC,48,IDR,
B50CD0203,2301,IS01,Q,,PC,2,IDR,
B50CD0203,2301,IS01,Q,,PC,18,IDR,
B50CD1012,2301,IS01,Q,,PC,96,IDR,
B50CD1012,2301,IS01,Q,,PC,54,IDR,
B50CD1012,2301,IS01,Q,,PC,2,IDR,
B50CE0102,2301,IS01,Q,,PC,32,IDR,
B50CE0102,2301,IS01,Q,,PC,26,IDR,
B50CE0102,2301,IS01,Q,,PC,17,IDR,
B50CE0102,2301,IS01,Q,,PC,2,IDR,
B50CE0103,2301,IS01,Q,,PC,1,IDR,
B50CE0109,2301,IS01,Q,,PC,10,IDR,
B50CE0110,2301,IS01,Q,,PC,1,IDR,
B50CE0113,2301,IS01,Q,,PC,4,IDR,
B50CF01005,2301,IS01,Q,,PC,2,IDR,
B50CF0103,2301,IS01,Q,,PC,19,IDR,
B50CF0103,2301,IS01,Q,,PC,33,IDR,
B50CF0103,2301,IS01,Q,,PC,30,IDR,
B50CF0103,2301,IS01,Q,,PC,2,IDR,
B50CG0205,2301,IS01,Q,,PC,22,IDR,
B50CG0205,2301,IS01,Q,,PC,1,IDR,
B50CG0205,2301,IS01,Q,,PC,2,IDR,
B50CJ01180,2301,IS01,Q,,PC,24,IDR,
B50CJ01180,2301,IS01,Q,,PC,88,IDR,
B50CJ01180,2301,IS01,Q,,PC,124,IDR,
B50CJ01180,2301,IS01,Q,,PC,2,IDR,
B50CJ01180,2301,IS01,Q,,PC,10,IDR,
B50CJ01180,2301,IS01,Q,,PC,4,IDR,
B50CJ02034,2301,IS01,Q,,UN,5,IDR,
B50CK0001,2301,IS01,,,PC,100,IDR,
B50CK2002,2301,IS01,,,PC,100,IDR,
B50CK2003,2301,IS01,,,PC,100,IDR,
B50CM0001,2301,IS01,Q,,PC,10,IDR,
B50CM0001,2301,IS01,Q,,PC,38,IDR,
B50CM0001,2301,IS01,Q,,PC,14,IDR,
B50CM0002,2301,IS01,Q,,PC,66,IDR,
B50CM0002,2301,IS01,Q,,PC,108,IDR,
B50CM0002,2301,IS01,Q,,PC,118,IDR,
B50CM0002,2301,IS01,Q,,PC,2,IDR,
B50CN0101,2301,IS01,Q,,PC,26,IDR,
B50CN0101,2301,IS01,Q,,PC,2,IDR,
B50CN0102,2301,IS01,Q,,PC,18,IDR,
B50CN0102,2301,IS01,Q,,PC,10,IDR,
B50CN0102,2301,IS01,Q,,PC,1,IDR,
B50DB0102,2301,IS01,Q,,SET,6,IDR,
B50DB0102,2301,IS01,Q,,SET,6,IDR,
B50DB0102,2301,IS01,Q,,SET,69,IDR,
B50DC0107,2301,IS01,Q,,PC,26,IDR,
B50DC02200,2301,IS01,Q,,PC,8,IDR,
B50DE0101,2301,IS01,Q,,PC,3,IDR,
B50DE0102,2301,IS01,Q,,PC,2,IDR,
B50DE0102,2301,IS01,Q,,PC,1,IDR,
B50DF0102,2301,IS01,Q,,UN,2,IDR,
B50DF030818,2301,IS01,Q,,PC,1,IDR,
B50DF040788,2301,IS01,Q,,PC,1,IDR,
B50DF2505,2301,IS01,Q,,UN,2,IDR,
B50DF2505,2301,IS01,Q,,UN,70,IDR,
B50DF2505,2301,IS01,Q,,UN,74,IDR,
B50DF2505,2301,IS01,Q,,UN,18,IDR,
B50DF2505,2301,IS01,Q,,UN,2,IDR,
B50DG01001,2301,IS01,Q,,PC,44,IDR,
B50DG01001,2301,IS01,Q,,PC,340,IDR,
B50DH0001,2301,IS01,,,PC,2,IDR,
B50DH0007,2301,IS01,Q,,PC,22,IDR,
B50DH0007,2301,IS01,Q,,PC,19,IDR,
B50DH0007,2301,IS01,Q,,PC,78,IDR,
B50DH0007,2301,IS01,Q,,PC,2,IDR,
B50DH0007,2301,IS01,Q,,PC,2,IDR,
B50DJ0001,2301,IS01,,,PC,10,IDR,
B50DJ0002,2301,IS01,,,PC,10,IDR,
B50EB0008,2301,IS01,,,PC,6,IDR,
B50EB0008,2301,IS01,Q,,PC,14,IDR,
B50EB0009,2301,IS01,,,PC,4,IDR,
B50EB0009,2301,IS01,Q,,PC,2,IDR,
B50EB0011,2301,IS01,Q,,PC,2,IDR,
B50EB0013,2301,IS01,,,PC,175,IDR,
B50EB0013,2301,IS01,Q,,PC,5,IDR,
B50EB0022,2301,IS01,,,PC,350,IDR,
B50EB01031,2301,IS01,,,PC,64,IDR,
B50EB01031,2301,IS01,Q,,PC,366,IDR,
B50EB01031,2301,IS01,Q,,PC,399,IDR,
B50EB01031,2301,IS01,Q,,PC,4,IDR,
B50EB01031,2301,IS01,Q,,PC,210,IDR,
B50EB01032,2301,IS01,Q,,PC,105,IDR,
B50EB01033,2301,IS01,Q,,PC,105,IDR,
B50EB01036,2301,IS01,Q,,PC,15,IDR,
B50EB01039,2301,IS01,Q,,PC,17,IDR,
B50EB01040,2301,IS01,Q,,PC,18,IDR,
B50EB01041,2301,IS01,Q,,PC,65,IDR,
B50EB01042,2301,IS01,Q,,PC,40,IDR,
B50EB01044,2301,IS01,Q,,PC,27,IDR,
B50EB01045,2301,IS01,Q,,PC,20,IDR,
B50EB01046,2301,IS01,Q,,PC,12,IDR,
B50EB01047,2301,IS01,Q,,PC,12,IDR,
B50EB01049,2301,IS01,Q,,PC,3,IDR,
B50EB2251,2301,IS01,,,PC,14,IDR,
B50JA0102,2301,IS01,Q,,PC,61,IDR,
B50PGUJ0001,2301,IS01,Q,,PC,12,IDR,
B50RFAN0001,2301,IS01,Q,,PC,2,IDR,
B50RFAN0001,2301,IS01,Q,,PC,51,IDR,
B50RFAN0001,2301,IS01,Q,,PC,1,IDR,
B50RFAN0001,2301,IS04,Q,,PC,99,IDR,
B50ZD1623100,2301,IS01,Q,,PC,8,IDR,
B50ZD1623100,2301,IS01,Q,,PC,111,IDR,
B50ZD1623100,2301,IS01,Q,,PC,25,IDR,
B517A17004,2301,IS01,Q,,PC,88,IDR,
B517A17010,2301,IS01,Q,,SET,4.450,IDR,
B51ABJC0212-032,2301,IS01,,,PC,3,IDR,
B51ATPA1850-030,2301,IS01,Q,,PC,1,IDR,
B51BEJC060063-S,2301,IS01,Q,,PC,44,IDR,
B51BEJC060063-S,2301,IS01,Q,,PC,36,IDR,
B51BEJC086091-S,2301,IS01,Q,,PC,6,IDR,
B51BEJC086091-S,2301,IS01,Q,,PC,280,IDR,
B51BEJC086091-S,2301,IS01,Q,,PC,72,IDR,
B51BRDKR034,2301,IS01,,,PC,4,IDR,
B51BRDPN200,2301,IS01,,,PC,3,IDR,
B51BRDPN200D,2301,IS01,,,PC,3,IDR,
B51BRDRN112,2301,IS01,Q,,PC,3,IDR,
B51BRNJG012,2301,IS01,Q,,PC,9,IDR,
B51BRNJG012,2301,IS01,Q,,PC,22,IDR,
B51BRNJG012,2301,IS01,Q,,PC,47,IDR,
B51BRNJG012,2301,IS01,Q,,PC,135,IDR,
B51BRNJG012,2301,IS01,Q,,PC,36,IDR,
B51BRNJG012,2301,IS01,Q,,PC,31,IDR,
B51BRNJG034,2301,IS01,Q,,PC,30,IDR,
B51BRNJG034,2301,IS01,Q,,PC,8,IDR,
B51BRNJG100,2301,IS01,,,PC,1,IDR,
B51BRNJG100,2301,IS01,Q,,PC,44,IDR,
B51BRNJG100,2301,IS01,Q,,PC,6,IDR,
B51BRNJG100,2301,IS01,Q,,PC,279,IDR,
B51BRNJG100,2301,IS01,Q,,PC,72,IDR,
B51BRNJG100,2301,IS01,Q,,PC,60,IDR,
B51BRNJR012-O,2301,IS01,Q,,PC,59,IDR,
B51BRNJR012-O,2301,IS01,Q,,PC,137,IDR,
B51BRNJR112-O,2301,IS01,Q,,PC,2,IDR,
B51BRNJR112-O,2301,IS01,Q,,PC,4,IDR,
B51BRNJR112-O,2301,IS01,Q,,PC,44,IDR,
B51BRNJR112-O,2301,IS01,Q,,PC,68,IDR,
B51BRPNG012G100,2301,IS01,,,PC,4,IDR,
B51BRQGG034,2301,IS01,,,PC,7,IDR,
B51BRWPG100,2301,IS01,,,PC,1,IDR,
B51BRWPG100,2301,IS01,Q,,PC,1,IDR,
B51BRWPG100,2301,IS01,Q,,PC,48,IDR,
B51BRWPG114,2301,IS01,,,PC,2,IDR,
B51BRWPG114,2301,IS01,Q,,PC,10,IDR,
B51CUPK012078,2301,IS01,Q,,PC,9,IDR,
B51CUQAW012,2301,IS01,Q,,PC,38,IDR,
B51CUQY012,2301,IS01,Q,,PC,48,IDR,
B51CURHW012-080,2301,IS01,Q,,PC,446,IDR,
B51CURHW012-080,2301,IS01,Q,,PC,786,IDR,
B51CURHW012-080,2301,IS01,Q,,PC,236,IDR,
B51CURHW012-080,2301,IS01,Q,,PC,32,IDR,
B51CURHW058-109,2301,IS01,Q,,PC,8,IDR,
B51CUWH0058,2301,IS01,Q,,PC,22,IDR,
B51CUWH0058,2301,IS01,Q,,PC,137,IDR,
B51CUWH0058,2301,IS01,Q,,PC,63,IDR,
B51CUWH0058,2301,IS01,Q,,PC,2,IDR,
B51GLPIG012,2301,IS01,Q,,PC,38,IDR,
B51GLQAW300,2301,IS01,,,PC,8,IDR,
B51HSAEG034G012,2301,IS01,Q,,PC,114,IDR,
B51HSBDN012,2301,IS01,Q,,PC,17,IDR,
B51HSBDN012,2301,IS01,Q,,PC,33,IDR,
B51HSBDN012,2301,IS01,Q,,PC,6,IDR,
B51HSBDN012,2301,IS01,Q,,PC,6,IDR,
B51HSBDN012,2301,IS01,Q,,PC,11,IDR,
B51HSBDN114,2301,IS01,Q,,PC,16,IDR,
B51HSDHG012,2301,IS01,Q,,PC,4,IDR,
B51HSDHG012,2301,IS01,Q,,PC,3,IDR,
B51HSDHG012,2301,IS01,Q,,PC,47,IDR,
B51HSDHG014,2301,IS01,Q,,PC,1,IDR,
B51HSDHG034,2301,IS01,,,PC,1,IDR,
B51HSDHG114,2301,IS01,,,PC,1,IDR,
B51HSDHR012,2301,IS01,Q,,PC,1,IDR,
B51HSDHR012,2301,IS01,Q,,PC,11,IDR,
B51HSDHR034,2301,IS01,Q,,PC,11,IDR,
B51HSDHR034,2301,IS01,Q,,PC,66,IDR,
B51HSDHR100,2301,IS01,Q,,PC,34,IDR,
B51HSDHR100,2301,IS01,Q,,PC,3,IDR,
B51HSDHR100,2301,IS01,Q,,PC,56,IDR,
B51HSNJG100,2301,IS01,,,PC,8,IDR,
B51HSPFG012,2301,IS01,,,PC,5,IDR,
B51HSPFG012,2301,IS01,Q,,PC,30,IDR,
B51HSPFG034,2301,IS01,Q,,PC,24,IDR,
B51HSPFN014,2301,IS01,,,PC,50,IDR,
B51HSPFR034,2301,IS01,Q,,PC,1,IDR,
B51HSPFR034,2301,IS01,Q,,PC,24,IDR,
B51HSPFR100,2301,IS01,Q,,PC,29,IDR,
B51HSPIG014,2301,IS01,,,PC,23,IDR,
B51HSPIG034,2301,IS01,Q,,PC,29,IDR,
B51HSPIN114,2301,IS01,,,PC,65,IDR,
B51HSPIR012,2301,IS01,Q,,PC,73,IDR,
B51HSPIR012,2301,IS01,Q,,PC,77,IDR,
B51HSPIR012,2301,IS01,Q,,PC,54,IDR,
B51HSPIR014,2301,IS01,Q,,PC,4,IDR,
B51HSPIR034,2301,IS01,Q,,PC,33,IDR,
B51HSPIR100,2301,IS01,Q,,PC,2,IDR,
B51HSPIR100,2301,IS01,Q,,PC,2,IDR,
B51HSPIR100,2301,IS01,Q,,PC,105,IDR,
B51HSPKG114G100,2301,IS01,Q,,PC,59,IDR,
B51HSPKR038R014,2301,IS01,Q,,PC,4,IDR,
B51HSPWG012,2301,IS01,Q,,PC,114,IDR,
B51HSPWG034,2301,IS01,,,PC,2,IDR,
B51HSPWG034,2301,IS01,Q,,PC,8,IDR,
B51HSPWG034,2301,IS01,Q,,PC,177,IDR,
B51HSPWG034,2301,IS01,Q,,PC,2,IDR,
B51HSPWG100,2301,IS01,,,PC,82,IDR,
B51HSPWG100,2301,IS01,Q,,PC,29,IDR,
B51HSPWG114,2301,IS01,,,PC,455,IDR,
B51HSPWG200,2301,IS01,Q,,PC,80,IDR,
B51HSPWR012,2301,IS01,Q,,PC,38,IDR,
B51HSPWR012,2301,IS01,Q,,PC,23,IDR,
B51HSPWR012,2301,IS01,Q,,PC,77,IDR,
B51HSPWR034,2301,IS01,Q,,PC,21,IDR,
B51HSPWR034,2301,IS01,Q,,PC,174,IDR,
B51HSPWR100,2301,IS01,Q,,PC,6,IDR,
B51HSPWR100,2301,IS01,Q,,PC,133,IDR,
B51HSPWR200#GL,2301,IS01,Q,,PC,1,IDR,
B51HSQAW600S,2301,IS01,Q,,PC,2,IDR,
B51HSQBG100G034,2301,IS01,Q,,PC,62,IDR,
B51HSQBG114G034,2301,IS01,,,PC,1,IDR,
B51HSQBG114G034,2301,IS01,Q,,PC,108,IDR,
B51HSQBN114N100,2301,IS01,,,PC,3,IDR,
B51HSQBN114N100,2301,IS01,Q,,PC,17,IDR,
B51HSQBR034R014,2301,IS01,Q,,PC,3,IDR,
B51HSQBR200R100,2301,IS01,Q,,PC,12,IDR,
B51HSQFL12R038,2301,IS01,,,PC,1,IDR,
B51HSQNG100,2301,IS01,,,PC,6,IDR,
B51HSQOW014#01,2301,IS01,Q,,PC,6,IDR,
B51HSQWG014,2301,IS01,Q,,PC,2,IDR,
B51HSQWG034,2301,IS01,Q,,PC,50,IDR,
B51HSQWG038,2301,IS01,,,PC,27,IDR,
B51HSQWG100,2301,IS01,Q,,PC,64,IDR,
B51HSQWG114,2301,IS01,Q,,PC,31,IDR,
B51HSQWG200,2301,IS01,Q,,PC,4,IDR,
B51HSQWR012,2301,IS01,Q,,PC,17,IDR,
B51HSQWR012,2301,IS01,Q,,PC,3,IDR,
B51HSQWR014,2301,IS01,Q,,PC,2,IDR,
B51HSQWR200#GL,2301,IS01,Q,,PC,1,IDR,
B51HSQYG012,2301,IS01,,,PC,2,IDR,
B51HSVCG034,2301,IS01,,,PC,14,IDR,
B51HSVCG034,2301,IS01,Q,,PC,41,IDR,
B51HSVCG600,2301,IS01,,,PC,4,IDR,
B51HSVCN012,2301,IS01,,,PC,9,IDR,
B51NC01012,2301,IS01,Q,,PC,140,IDR,
B51NC01012,2301,IS01,Q,,PC,70,IDR,
B51NC01012,2301,IS01,Q,,PC,40,IDR,
B51NC01012,2301,IS01,Q,,PC,62,IDR,
B51NC01012,2301,IS01,Q,,PC,4,IDR,
B51NC01012,2301,IS01,Q,,PC,44,IDR,
B51NDBDN012,2301,IS01,Q,,PC,3,IDR,
B51NDBDN012,2301,IS01,Q,,PC,10,IDR,
B51NDBDN012,2301,IS01,Q,,PC,24,IDR,
B51NDBDN012,2301,IS01,Q,,PC,2,IDR,
B51NDDHG012,2301,IS01,Q,,PC,8,IDR,
B51NDDHG012,2301,IS01,Q,,PC,1,IDR,
B51NDDHG012,2301,IS01,Q,,PC,22,IDR,
B51NDDHG012,2301,IS01,Q,,PC,70,IDR,
B51NDDHG034,2301,IS01,,,PC,2,IDR,
B51NDDHG100,2301,IS01,Q,,PC,2,IDR,
B51NDNJR012,2301,IS01,Q,,PC,40,IDR,
B51NDNJR012,2301,IS01,Q,,PC,106,IDR,
B51NDNJR012,2301,IS01,Q,,PC,4,IDR,
B51NDPFG012,2301,IS01,Q,,PC,16,IDR,
B51NDPFG012,2301,IS01,Q,,PC,19,IDR,
B51NDPFG012,2301,IS01,Q,,PC,8,IDR,
B51NDPFG012,2301,IS01,Q,,PC,30,IDR,
B51NDPFG012,2301,IS01,Q,,PC,60,IDR,
B51NDPFG012,2301,IS01,Q,,PC,4,IDR,
B51NDPFG100,2301,IS01,Q,,PC,44,IDR,
B51NDPFG100,2301,IS01,Q,,PC,10,IDR,
B51NDPFG100,2301,IS01,Q,,PC,8,IDR,
B51NDPFG100,2301,IS01,Q,,PC,14,IDR,
B51NDPFG100,2301,IS01,Q,,PC,55,IDR,
B51NDPFG100,2301,IS01,Q,,PC,4,IDR,
B51NDPFR012,2301,IS01,Q,,PC,46,IDR,
B51NDPFR012,2301,IS01,Q,,PC,36,IDR,
B51NDPFR100,2301,IS01,Q,,PC,247,IDR,
B51NDPFR100,2301,IS01,Q,,PC,228,IDR,
B51NDPFR100,2301,IS01,Q,,PC,56,IDR,
B51NDPIN034,2301,IS01,Q,,PC,1,IDR,
B51NDPIR012,2301,IS01,Q,,PC,83,IDR,
B51NDPIR012,2301,IS01,Q,,PC,72,IDR,
B51NDPIR012,2301,IS01,Q,,PC,45,IDR,
B51NDPIR012,2301,IS01,Q,,PC,72,IDR,
B51NDPIR012,2301,IS01,Q,,PC,6,IDR,
B51NDPIR100,2301,IS01,Q,,PC,100,IDR,
B51NDPIR100,2301,IS01,Q,,PC,242,IDR,
B51NDPIR100,2301,IS01,Q,,PC,144,IDR,
B51NDPIR100,2301,IS01,Q,,PC,288,IDR,
B51NDPIR100,2301,IS01,Q,,PC,24,IDR,
B51NDPKG114G100,2301,IS01,Q,,PC,124,IDR,
B51NDPKG114G100,2301,IS01,Q,,PC,87,IDR,
B51NDPKG114G100,2301,IS01,Q,,PC,2,IDR,
B51NDPWG012,2301,IS01,,,PC,1,IDR,
B51NDPWG012,2301,IS01,Q,,PC,127,IDR,
B51NDPWG012,2301,IS01,Q,,PC,49,IDR,
B51NDPWG012,2301,IS01,Q,,PC,77,IDR,
B51NDPWG012,2301,IS01,Q,,PC,56,IDR,
B51NDPWG012,2301,IS01,Q,,PC,151,IDR,
B51NDPWG012,2301,IS01,Q,,PC,14,IDR,
B51NDPWG100,2301,IS01,Q,,PC,25,IDR,
B51NDPWG100,2301,IS01,Q,,PC,374,IDR,
B51NDPWG100,2301,IS01,Q,,PC,432,IDR,
B51NDPWG100,2301,IS01,Q,,PC,324,IDR,
B51NDPWG100,2301,IS01,Q,,PC,24,IDR,
B51NDPWG100,2301,IS01,Q,,PC,197,IDR,
B51NDPWN034,2301,IS01,Q,,PC,2,IDR,
B51NDPWR100,2301,IS01,Q,,PC,11,IDR,
B51NDPWR100,2301,IS01,Q,,PC,292,IDR,
B51NDPWR100,2301,IS01,Q,,PC,116,IDR,
B51NDPWR112,2301,IS01,Q,,PC,2,IDR,
B51NDPWR112,2301,IS01,Q,,PC,22,IDR,
B51NDPWR112,2301,IS01,Q,,PC,7,IDR,
B51NDPWR112,2301,IS01,Q,,PC,256,IDR,
B51NDQAW212L,2301,IS01,Q,,PC,8,IDR,
B51NDQAW212L,2301,IS01,Q,,PC,14,IDR,
B51NDQAW212L,2301,IS01,Q,,PC,164,IDR,
B51NDQAW212L,2301,IS01,Q,,PC,36,IDR,
B51NDQAW212L,2301,IS01,Q,,PC,35,IDR,
B51NDQAW212S,2301,IS01,Q,,PC,72,IDR,
B51NDQAW212S,2301,IS01,Q,,PC,364,IDR,
B51NDQAW212S,2301,IS01,Q,,PC,72,IDR,
B51NDQAW212S,2301,IS01,Q,,PC,23,IDR,
B51NDQAW300S,2301,IS01,Q,,PC,2,IDR,
B51NDQAW300S,2301,IS01,Q,,PC,1,IDR,
B51NDQAW300S,2301,IS01,Q,,PC,94,IDR,
B51NDQAW300S,2301,IS01,Q,,PC,86,IDR,
B51NDQAW400#MR,2301,IS01,Q,,PC,112,IDR,
B51NDQAW400L,2301,IS01,Q,,PC,12,IDR,
B51NDQAW400S,2301,IS01,Q,,PC,20,IDR,
B51NDQBG100G012,2301,IS01,,,PC,18,IDR,
B51NDQBR034R012,2301,IS01,Q,,PC,22,IDR,
B51NDQBR034R012,2301,IS01,Q,,PC,12,IDR,
B51NDQBR034R012,2301,IS01,Q,,PC,12,IDR,
B51NDQBR100R012,2301,IS01,Q,,PC,22,IDR,
B51NDQBR100R012,2301,IS01,Q,,PC,31,IDR,
